,TICKER,EST_DATE,MEASURE,FPI,MEANEST,ACT_DATE,ACTUAL
226,AAPL,20100114,EPS,1,0.28,20100930,0.5411
261,AAPL,20100114,EPS,2,0.34,20110930,0.9886
227,AAPL,20100218,EPS,1,0.42,20100930,0.5411
262,AAPL,20100218,EPS,2,0.47,20110930,0.9886
228,AAPL,20100318,EPS,1,0.42,20100930,0.5411
263,AAPL,20100318,EPS,2,0.47,20110930,0.9886
229,AAPL,20100415,EPS,1,0.43,20100930,0.5411
264,AAPL,20100415,EPS,2,0.5,20110930,0.9886
368,AAPL,20100415,EPS,5,0.54,20140930,1.6125
230,AAPL,20100520,EPS,1,0.48,20100930,0.5411
265,AAPL,20100520,EPS,2,0.55,20110930,0.9886
369,AAPL,20100520,EPS,5,0.59,20140930,1.6125
231,AAPL,20100617,EPS,1,0.48,20100930,0.5411
266,AAPL,20100617,EPS,2,0.56,20110930,0.9886
370,AAPL,20100617,EPS,5,0.61,20140930,1.6125
232,AAPL,20100715,EPS,1,0.49,20100930,0.5411
267,AAPL,20100715,EPS,2,0.59,20110930,0.9886
371,AAPL,20100715,EPS,5,0.61,20140930,1.6125
233,AAPL,20100819,EPS,1,0.52,20100930,0.5411
268,AAPL,20100819,EPS,2,0.62,20110930,0.9886
372,AAPL,20100819,EPS,5,0.61,20140930,1.6125
234,AAPL,20100916,EPS,1,0.52,20100930,0.5411
269,AAPL,20100916,EPS,2,0.63,20110930,0.9886
235,AAPL,20101014,EPS,1,0.52,20100930,0.5411
270,AAPL,20101014,EPS,2,0.64,20110930,0.9886
373,AAPL,20101014,EPS,5,1.04,20140930,1.6125
248,AAPL,20101118,EPS,1,0.68,20110930,0.9886
286,AAPL,20101118,EPS,2,0.78,20120930,1.5768
249,AAPL,20101216,EPS,1,0.68,20110930,0.9886
287,AAPL,20101216,EPS,2,0.8,20120930,1.5768
250,AAPL,20110120,EPS,1,0.81,20110930,0.9886
288,AAPL,20110120,EPS,2,0.93,20120930,1.5768
398,AAPL,20110120,EPS,5,1.33,20150930,2.305
251,AAPL,20110217,EPS,1,0.82,20110930,0.9886
289,AAPL,20110217,EPS,2,0.93,20120930,1.5768
399,AAPL,20110217,EPS,5,1.33,20150930,2.305
252,AAPL,20110317,EPS,1,0.82,20110930,0.9886
290,AAPL,20110317,EPS,2,0.94,20120930,1.5768
400,AAPL,20110317,EPS,5,1.33,20150930,2.305
253,AAPL,20110414,EPS,1,0.82,20110930,0.9886
291,AAPL,20110414,EPS,2,0.96,20120930,1.5768
401,AAPL,20110414,EPS,5,1.33,20150930,2.305
254,AAPL,20110519,EPS,1,0.88,20110930,0.9886
292,AAPL,20110519,EPS,2,1.02,20120930,1.5768
402,AAPL,20110519,EPS,5,1.33,20150930,2.305
255,AAPL,20110616,EPS,1,0.88,20110930,0.9886
293,AAPL,20110616,EPS,2,1.02,20120930,1.5768
403,AAPL,20110616,EPS,5,1.33,20150930,2.305
256,AAPL,20110714,EPS,1,0.89,20110930,0.9886
294,AAPL,20110714,EPS,2,1.04,20120930,1.5768
257,AAPL,20110818,EPS,1,0.98,20110930,0.9886
295,AAPL,20110818,EPS,2,1.15,20120930,1.5768
258,AAPL,20110915,EPS,1,0.98,20110930,0.9886
296,AAPL,20110915,EPS,2,1.16,20120930,1.5768
273,AAPL,20111020,EPS,1,1.22,20120930,1.5768
319,AAPL,20111020,EPS,2,1.39,20130930,1.4196
274,AAPL,20111117,EPS,1,1.23,20120930,1.5768
320,AAPL,20111117,EPS,2,1.39,20130930,1.4196
275,AAPL,20111215,EPS,1,1.24,20120930,1.5768
321,AAPL,20111215,EPS,2,1.39,20130930,1.4196
276,AAPL,20120119,EPS,1,1.26,20120930,1.5768
322,AAPL,20120119,EPS,2,1.41,20130930,1.4196
277,AAPL,20120216,EPS,1,1.53,20120930,1.5768
323,AAPL,20120216,EPS,2,1.69,20130930,1.4196
278,AAPL,20120315,EPS,1,1.54,20120930,1.5768
324,AAPL,20120315,EPS,2,1.72,20130930,1.4196
279,AAPL,20120419,EPS,1,1.58,20120930,1.5768
325,AAPL,20120419,EPS,2,1.81,20130930,1.4196
280,AAPL,20120517,EPS,1,1.68,20120930,1.5768
326,AAPL,20120517,EPS,2,1.93,20130930,1.4196
428,AAPL,20120517,EPS,5,3.39,20160930,2.0775
281,AAPL,20120614,EPS,1,1.68,20120930,1.5768
327,AAPL,20120614,EPS,2,1.93,20130930,1.4196
429,AAPL,20120614,EPS,5,3.39,20160930,2.0775
282,AAPL,20120719,EPS,1,1.67,20120930,1.5768
328,AAPL,20120719,EPS,2,1.94,20130930,1.4196
430,AAPL,20120719,EPS,5,3.32,20160930,2.0775
283,AAPL,20120816,EPS,1,1.58,20120930,1.5768
329,AAPL,20120816,EPS,2,1.87,20130930,1.4196
431,AAPL,20120816,EPS,5,3.25,20160930,2.0775
284,AAPL,20120920,EPS,1,1.58,20120930,1.5768
330,AAPL,20120920,EPS,2,1.89,20130930,1.4196
432,AAPL,20120920,EPS,5,3.25,20160930,2.0775
285,AAPL,20121018,EPS,1,1.58,20120930,1.5768
331,AAPL,20121018,EPS,2,1.9,20130930,1.4196
433,AAPL,20121018,EPS,5,2.54,20160930,2.0775
307,AAPL,20121115,EPS,1,1.79,20130930,1.4196
356,AAPL,20121115,EPS,2,2.09,20140930,1.6125
458,AAPL,20121115,EPS,5,2.96,20170930,2.3025
308,AAPL,20121220,EPS,1,1.75,20130930,1.4196
357,AAPL,20121220,EPS,2,2.06,20140930,1.6125
459,AAPL,20121220,EPS,5,2.64,20170930,2.3025
309,AAPL,20130117,EPS,1,1.72,20130930,1.4196
358,AAPL,20130117,EPS,2,2.03,20140930,1.6125
460,AAPL,20130117,EPS,5,2.17,20170930,2.3025
310,AAPL,20130214,EPS,1,1.6,20130930,1.4196
359,AAPL,20130214,EPS,2,1.82,20140930,1.6125
461,AAPL,20130214,EPS,5,2.17,20170930,2.3025
311,AAPL,20130314,EPS,1,1.58,20130930,1.4196
360,AAPL,20130314,EPS,2,1.78,20140930,1.6125
462,AAPL,20130314,EPS,5,2.17,20170930,2.3025
312,AAPL,20130418,EPS,1,1.56,20130930,1.4196
361,AAPL,20130418,EPS,2,1.75,20140930,1.6125
463,AAPL,20130418,EPS,5,2.17,20170930,2.3025
313,AAPL,20130516,EPS,1,1.42,20130930,1.4196
362,AAPL,20130516,EPS,2,1.58,20140930,1.6125
464,AAPL,20130516,EPS,5,2.01,20170930,2.3025
314,AAPL,20130620,EPS,1,1.41,20130930,1.4196
363,AAPL,20130620,EPS,2,1.56,20140930,1.6125
465,AAPL,20130620,EPS,5,2.01,20170930,2.3025
315,AAPL,20130718,EPS,1,1.41,20130930,1.4196
364,AAPL,20130718,EPS,2,1.55,20140930,1.6125
466,AAPL,20130718,EPS,5,1.17,20170930,2.3025
316,AAPL,20130815,EPS,1,1.4,20130930,1.4196
365,AAPL,20130815,EPS,2,1.51,20140930,1.6125
467,AAPL,20130815,EPS,5,1.51,20170930,2.3025
317,AAPL,20130919,EPS,1,1.4,20130930,1.4196
366,AAPL,20130919,EPS,2,1.52,20140930,1.6125
468,AAPL,20130919,EPS,5,1.57,20170930,2.3025
318,AAPL,20131017,EPS,1,1.4,20130930,1.4196
367,AAPL,20131017,EPS,2,1.54,20140930,1.6125
469,AAPL,20131017,EPS,5,1.57,20170930,2.3025
344,AAPL,20131114,EPS,1,1.55,20140930,1.6125
386,AAPL,20131114,EPS,2,1.71,20150930,2.305
345,AAPL,20131219,EPS,1,1.56,20140930,1.6125
387,AAPL,20131219,EPS,2,1.71,20150930,2.305
346,AAPL,20140116,EPS,1,1.56,20140930,1.6125
388,AAPL,20140116,EPS,2,1.71,20150930,2.305
347,AAPL,20140220,EPS,1,1.53,20140930,1.6125
389,AAPL,20140220,EPS,2,1.65,20150930,2.305
348,AAPL,20140320,EPS,1,1.53,20140930,1.6125
390,AAPL,20140320,EPS,2,1.66,20150930,2.305
349,AAPL,20140417,EPS,1,1.52,20140930,1.6125
391,AAPL,20140417,EPS,2,1.66,20150930,2.305
350,AAPL,20140515,EPS,1,1.58,20140930,1.6125
392,AAPL,20140515,EPS,2,1.71,20150930,2.305
351,AAPL,20140619,EPS,1,1.58,20140930,1.6125
393,AAPL,20140619,EPS,2,1.72,20150930,2.305
352,AAPL,20140717,EPS,1,1.58,20140930,1.6125
394,AAPL,20140717,EPS,2,1.74,20150930,2.305
353,AAPL,20140814,EPS,1,1.58,20140930,1.6125
395,AAPL,20140814,EPS,2,1.76,20150930,2.305
354,AAPL,20140918,EPS,1,1.58,20140930,1.6125
396,AAPL,20140918,EPS,2,1.79,20150930,2.305
355,AAPL,20141016,EPS,1,1.58,20140930,1.6125
397,AAPL,20141016,EPS,2,1.83,20150930,2.305
374,AAPL,20141120,EPS,1,1.93,20150930,2.305
416,AAPL,20141120,EPS,2,2.13,20160930,2.0775
375,AAPL,20141218,EPS,1,1.94,20150930,2.305
417,AAPL,20141218,EPS,2,2.14,20160930,2.0775
376,AAPL,20150115,EPS,1,1.95,20150930,2.305
418,AAPL,20150115,EPS,2,2.15,20160930,2.0775
377,AAPL,20150219,EPS,1,2.15,20150930,2.305
419,AAPL,20150219,EPS,2,2.29,20160930,2.0775
378,AAPL,20150319,EPS,1,2.15,20150930,2.305
420,AAPL,20150319,EPS,2,2.33,20160930,2.0775
379,AAPL,20150416,EPS,1,2.17,20150930,2.305
421,AAPL,20150416,EPS,2,2.34,20160930,2.0775
380,AAPL,20150514,EPS,1,2.25,20150930,2.305
422,AAPL,20150514,EPS,2,2.41,20160930,2.0775
381,AAPL,20150618,EPS,1,2.25,20150930,2.305
423,AAPL,20150618,EPS,2,2.43,20160930,2.0775
382,AAPL,20150716,EPS,1,2.27,20150930,2.305
424,AAPL,20150716,EPS,2,2.44,20160930,2.0775
383,AAPL,20150820,EPS,1,2.28,20150930,2.305
425,AAPL,20150820,EPS,2,2.44,20160930,2.0775
384,AAPL,20150917,EPS,1,2.28,20150930,2.305
426,AAPL,20150917,EPS,2,2.44,20160930,2.0775
385,AAPL,20151015,EPS,1,2.28,20150930,2.305
427,AAPL,20151015,EPS,2,2.45,20160930,2.0775
404,AAPL,20151119,EPS,1,2.46,20160930,2.0775
446,AAPL,20151119,EPS,2,2.7,20170930,2.3025
405,AAPL,20151217,EPS,1,2.44,20160930,2.0775
447,AAPL,20151217,EPS,2,2.68,20170930,2.3025
406,AAPL,20160114,EPS,1,2.39,20160930,2.0775
448,AAPL,20160114,EPS,2,2.62,20170930,2.3025
407,AAPL,20160218,EPS,1,2.27,20160930,2.0775
449,AAPL,20160218,EPS,2,2.5,20170930,2.3025
408,AAPL,20160317,EPS,1,2.26,20160930,2.0775
450,AAPL,20160317,EPS,2,2.5,20170930,2.3025
409,AAPL,20160414,EPS,1,2.26,20160930,2.0775
451,AAPL,20160414,EPS,2,2.5,20170930,2.3025
410,AAPL,20160519,EPS,1,2.07,20160930,2.0775
452,AAPL,20160519,EPS,2,2.29,20170930,2.3025
411,AAPL,20160616,EPS,1,2.07,20160930,2.0775
453,AAPL,20160616,EPS,2,2.27,20170930,2.3025
412,AAPL,20160714,EPS,1,2.06,20160930,2.0775
454,AAPL,20160714,EPS,2,2.24,20170930,2.3025
413,AAPL,20160818,EPS,1,2.07,20160930,2.0775
455,AAPL,20160818,EPS,2,2.22,20170930,2.3025
414,AAPL,20160915,EPS,1,2.07,20160930,2.0775
456,AAPL,20160915,EPS,2,2.23,20170930,2.3025
415,AAPL,20161020,EPS,1,2.07,20160930,2.0775
457,AAPL,20161020,EPS,2,2.24,20170930,2.3025
434,AAPL,20161117,EPS,1,2.26,20170930,2.3025
482,AAPL,20161117,EPS,2,2.52,20180930,2.9775
435,AAPL,20161215,EPS,1,2.25,20170930,2.3025
483,AAPL,20161215,EPS,2,2.51,20180930,2.9775
436,AAPL,20170119,EPS,1,2.24,20170930,2.3025
484,AAPL,20170119,EPS,2,2.52,20180930,2.9775
437,AAPL,20170216,EPS,1,2.23,20170930,2.3025
485,AAPL,20170216,EPS,2,2.53,20180930,2.9775
438,AAPL,20170316,EPS,1,2.23,20170930,2.3025
486,AAPL,20170316,EPS,2,2.54,20180930,2.9775
439,AAPL,20170420,EPS,1,2.24,20170930,2.3025
487,AAPL,20170420,EPS,2,2.57,20180930,2.9775
440,AAPL,20170518,EPS,1,2.23,20170930,2.3025
488,AAPL,20170518,EPS,2,2.61,20180930,2.9775
441,AAPL,20170615,EPS,1,2.23,20170930,2.3025
489,AAPL,20170615,EPS,2,2.63,20180930,2.9775
442,AAPL,20170720,EPS,1,2.22,20170930,2.3025
490,AAPL,20170720,EPS,2,2.66,20180930,2.9775
443,AAPL,20170817,EPS,1,2.25,20170930,2.3025
491,AAPL,20170817,EPS,2,2.69,20180930,2.9775
444,AAPL,20170914,EPS,1,2.25,20170930,2.3025
492,AAPL,20170914,EPS,2,2.74,20180930,2.9775
445,AAPL,20171019,EPS,1,2.25,20170930,2.3025
493,AAPL,20171019,EPS,2,2.77,20180930,2.9775
470,AAPL,20171116,EPS,1,2.86,20180930,2.9775
506,AAPL,20171116,EPS,2,3.01,20190930,2.9725
471,AAPL,20171214,EPS,1,2.87,20180930,2.9775
507,AAPL,20171214,EPS,2,3.05,20190930,2.9725
472,AAPL,20180118,EPS,1,2.87,20180930,2.9775
508,AAPL,20180118,EPS,2,3.06,20190930,2.9725
473,AAPL,20180215,EPS,1,2.89,20180930,2.9775
509,AAPL,20180215,EPS,2,3.3,20190930,2.9725
474,AAPL,20180315,EPS,1,2.87,20180930,2.9775
510,AAPL,20180315,EPS,2,3.3,20190930,2.9725
475,AAPL,20180419,EPS,1,2.86,20180930,2.9775
511,AAPL,20180419,EPS,2,3.27,20190930,2.9725
476,AAPL,20180517,EPS,1,2.87,20180930,2.9775
512,AAPL,20180517,EPS,2,3.32,20190930,2.9725
590,AAPL,20180517,EPS,5,3.55,20220930,6.11
477,AAPL,20180614,EPS,1,2.87,20180930,2.9775
513,AAPL,20180614,EPS,2,3.31,20190930,2.9725
591,AAPL,20180614,EPS,5,3.57,20220930,6.11
478,AAPL,20180719,EPS,1,2.87,20180930,2.9775
514,AAPL,20180719,EPS,2,3.32,20190930,2.9725
592,AAPL,20180719,EPS,5,3.57,20220930,6.11
479,AAPL,20180816,EPS,1,2.94,20180930,2.9775
515,AAPL,20180816,EPS,2,3.39,20190930,2.9725
593,AAPL,20180816,EPS,5,3.64,20220930,6.11
480,AAPL,20180920,EPS,1,2.94,20180930,2.9775
516,AAPL,20180920,EPS,2,3.42,20190930,2.9725
594,AAPL,20180920,EPS,5,4.04,20220930,6.11
481,AAPL,20181018,EPS,1,2.94,20180930,2.9775
517,AAPL,20181018,EPS,2,3.44,20190930,2.9725
595,AAPL,20181018,EPS,5,4.04,20220930,6.11
494,AAPL,20181115,EPS,1,3.37,20190930,2.9725
530,AAPL,20181115,EPS,2,3.71,20200930,3.28
495,AAPL,20181220,EPS,1,3.32,20190930,2.9725
531,AAPL,20181220,EPS,2,3.66,20200930,3.28
496,AAPL,20190117,EPS,1,3.05,20190930,2.9725
532,AAPL,20190117,EPS,2,3.4,20200930,3.28
497,AAPL,20190214,EPS,1,2.85,20190930,2.9725
533,AAPL,20190214,EPS,2,3.18,20200930,3.28
498,AAPL,20190314,EPS,1,2.85,20190930,2.9725
534,AAPL,20190314,EPS,2,3.19,20200930,3.28
499,AAPL,20190418,EPS,1,2.85,20190930,2.9725
535,AAPL,20190418,EPS,2,3.21,20200930,3.28
500,AAPL,20190516,EPS,1,2.87,20190930,2.9725
536,AAPL,20190516,EPS,2,3.2,20200930,3.28
501,AAPL,20190620,EPS,1,2.86,20190930,2.9725
537,AAPL,20190620,EPS,2,3.15,20200930,3.28
502,AAPL,20190718,EPS,1,2.86,20190930,2.9725
538,AAPL,20190718,EPS,2,3.15,20200930,3.28
503,AAPL,20190815,EPS,1,2.91,20190930,2.9725
539,AAPL,20190815,EPS,2,3.21,20200930,3.28
504,AAPL,20190919,EPS,1,2.91,20190930,2.9725
540,AAPL,20190919,EPS,2,3.18,20200930,3.28
505,AAPL,20191017,EPS,1,2.92,20190930,2.9725
541,AAPL,20191017,EPS,2,3.19,20200930,3.28
518,AAPL,20191114,EPS,1,3.25,20200930,3.28
554,AAPL,20191114,EPS,2,3.72,20210930,5.61
519,AAPL,20191219,EPS,1,3.27,20200930,3.28
555,AAPL,20191219,EPS,2,3.73,20210930,5.61
520,AAPL,20200116,EPS,1,3.29,20200930,3.28
556,AAPL,20200116,EPS,2,3.78,20210930,5.61
521,AAPL,20200220,EPS,1,3.43,20200930,3.28
557,AAPL,20200220,EPS,2,3.92,20210930,5.61
522,AAPL,20200319,EPS,1,3.29,20200930,3.28
558,AAPL,20200319,EPS,2,3.86,20210930,5.61
523,AAPL,20200416,EPS,1,3.11,20200930,3.28
559,AAPL,20200416,EPS,2,3.73,20210930,5.61
524,AAPL,20200514,EPS,1,3.09,20200930,3.28
560,AAPL,20200514,EPS,2,3.7,20210930,5.61
525,AAPL,20200618,EPS,1,3.1,20200930,3.28
561,AAPL,20200618,EPS,2,3.72,20210930,5.61
526,AAPL,20200716,EPS,1,3.1,20200930,3.28
562,AAPL,20200716,EPS,2,3.73,20210930,5.61
527,AAPL,20200820,EPS,1,3.25,20200930,3.28
563,AAPL,20200820,EPS,2,3.87,20210930,5.61
528,AAPL,20200917,EPS,1,3.24,20200930,3.28
564,AAPL,20200917,EPS,2,3.87,20210930,5.61
529,AAPL,20201015,EPS,1,3.24,20200930,3.28
565,AAPL,20201015,EPS,2,3.87,20210930,5.61
542,AAPL,20201119,EPS,1,3.96,20210930,5.61
578,AAPL,20201119,EPS,2,4.33,20220930,6.11
543,AAPL,20201217,EPS,1,3.96,20210930,5.61
579,AAPL,20201217,EPS,2,4.34,20220930,6.11
544,AAPL,20210114,EPS,1,4.0,20210930,5.61
580,AAPL,20210114,EPS,2,4.36,20220930,6.11
545,AAPL,20210218,EPS,1,4.45,20210930,5.61
581,AAPL,20210218,EPS,2,4.68,20220930,6.11
546,AAPL,20210318,EPS,1,4.45,20210930,5.61
582,AAPL,20210318,EPS,2,4.68,20220930,6.11
547,AAPL,20210415,EPS,1,4.46,20210930,5.61
583,AAPL,20210415,EPS,2,4.7,20220930,6.11
548,AAPL,20210520,EPS,1,5.2,20210930,5.61
584,AAPL,20210520,EPS,2,5.36,20220930,6.11
549,AAPL,20210617,EPS,1,5.19,20210930,5.61
585,AAPL,20210617,EPS,2,5.35,20220930,6.11
550,AAPL,20210715,EPS,1,5.18,20210930,5.61
586,AAPL,20210715,EPS,2,5.35,20220930,6.11
551,AAPL,20210819,EPS,1,5.59,20210930,5.61
587,AAPL,20210819,EPS,2,5.67,20220930,6.11
552,AAPL,20210916,EPS,1,5.6,20210930,5.61
588,AAPL,20210916,EPS,2,5.72,20220930,6.11
553,AAPL,20211014,EPS,1,5.6,20210930,5.61
589,AAPL,20211014,EPS,2,5.68,20220930,6.11
566,AAPL,20211118,EPS,1,5.75,20220930,6.11
567,AAPL,20211216,EPS,1,5.74,20220930,6.11
886,AMZN,20100114,EPS,1,0.09,20091231,0.102
924,AMZN,20100114,EPS,2,0.13,20101231,0.1265
1041,AMZN,20100114,EPS,5,0.28,20131231,0.0295
901,AMZN,20100218,EPS,1,0.15,20101231,0.1265
949,AMZN,20100218,EPS,2,0.19,20111231,0.0685
1066,AMZN,20100218,EPS,5,0.4,20141231,-0.026
902,AMZN,20100318,EPS,1,0.15,20101231,0.1265
950,AMZN,20100318,EPS,2,0.19,20111231,0.0685
1067,AMZN,20100318,EPS,5,0.4,20141231,-0.026
903,AMZN,20100415,EPS,1,0.14,20101231,0.1265
951,AMZN,20100415,EPS,2,0.19,20111231,0.0685
1068,AMZN,20100415,EPS,5,0.4,20141231,-0.026
904,AMZN,20100520,EPS,1,0.15,20101231,0.1265
952,AMZN,20100520,EPS,2,0.2,20111231,0.0685
1069,AMZN,20100520,EPS,5,0.4,20141231,-0.026
905,AMZN,20100617,EPS,1,0.15,20101231,0.1265
953,AMZN,20100617,EPS,2,0.19,20111231,0.0685
1070,AMZN,20100617,EPS,5,0.39,20141231,-0.026
906,AMZN,20100715,EPS,1,0.15,20101231,0.1265
954,AMZN,20100715,EPS,2,0.19,20111231,0.0685
1071,AMZN,20100715,EPS,5,0.38,20141231,-0.026
907,AMZN,20100819,EPS,1,0.13,20101231,0.1265
955,AMZN,20100819,EPS,2,0.18,20111231,0.0685
1072,AMZN,20100819,EPS,5,0.36,20141231,-0.026
908,AMZN,20100916,EPS,1,0.13,20101231,0.1265
956,AMZN,20100916,EPS,2,0.18,20111231,0.0685
1073,AMZN,20100916,EPS,5,0.33,20141231,-0.026
909,AMZN,20101014,EPS,1,0.13,20101231,0.1265
957,AMZN,20101014,EPS,2,0.18,20111231,0.0685
1074,AMZN,20101014,EPS,5,0.33,20141231,-0.026
910,AMZN,20101118,EPS,1,0.13,20101231,0.1265
958,AMZN,20101118,EPS,2,0.17,20111231,0.0685
1075,AMZN,20101118,EPS,5,0.39,20141231,-0.026
911,AMZN,20101216,EPS,1,0.13,20101231,0.1265
959,AMZN,20101216,EPS,2,0.17,20111231,0.0685
1076,AMZN,20101216,EPS,5,0.39,20141231,-0.026
912,AMZN,20110120,EPS,1,0.13,20101231,0.1265
960,AMZN,20110120,EPS,2,0.17,20111231,0.0685
1077,AMZN,20110120,EPS,5,0.45,20141231,-0.026
937,AMZN,20110217,EPS,1,0.16,20111231,0.0685
985,AMZN,20110217,EPS,2,0.22,20121231,-0.0045
1102,AMZN,20110217,EPS,5,0.58,20151231,0.0625
938,AMZN,20110317,EPS,1,0.16,20111231,0.0685
986,AMZN,20110317,EPS,2,0.22,20121231,-0.0045
1103,AMZN,20110317,EPS,5,0.58,20151231,0.0625
939,AMZN,20110414,EPS,1,0.16,20111231,0.0685
987,AMZN,20110414,EPS,2,0.22,20121231,-0.0045
1104,AMZN,20110414,EPS,5,0.58,20151231,0.0625
940,AMZN,20110519,EPS,1,0.12,20111231,0.0685
988,AMZN,20110519,EPS,2,0.19,20121231,-0.0045
1105,AMZN,20110519,EPS,5,0.52,20151231,0.0625
941,AMZN,20110616,EPS,1,0.12,20111231,0.0685
989,AMZN,20110616,EPS,2,0.19,20121231,-0.0045
1106,AMZN,20110616,EPS,5,0.52,20151231,0.0625
942,AMZN,20110714,EPS,1,0.12,20111231,0.0685
990,AMZN,20110714,EPS,2,0.19,20121231,-0.0045
1107,AMZN,20110714,EPS,5,0.52,20151231,0.0625
943,AMZN,20110818,EPS,1,0.1,20111231,0.0685
991,AMZN,20110818,EPS,2,0.16,20121231,-0.0045
1108,AMZN,20110818,EPS,5,0.62,20151231,0.0625
944,AMZN,20110915,EPS,1,0.1,20111231,0.0685
992,AMZN,20110915,EPS,2,0.16,20121231,-0.0045
1109,AMZN,20110915,EPS,5,0.62,20151231,0.0625
945,AMZN,20111020,EPS,1,0.1,20111231,0.0685
993,AMZN,20111020,EPS,2,0.16,20121231,-0.0045
1110,AMZN,20111020,EPS,5,0.57,20151231,0.0625
946,AMZN,20111117,EPS,1,0.06,20111231,0.0685
994,AMZN,20111117,EPS,2,0.1,20121231,-0.0045
1111,AMZN,20111117,EPS,5,0.44,20151231,0.0625
947,AMZN,20111215,EPS,1,0.06,20111231,0.0685
995,AMZN,20111215,EPS,2,0.1,20121231,-0.0045
1112,AMZN,20111215,EPS,5,0.44,20151231,0.0625
948,AMZN,20120119,EPS,1,0.06,20111231,0.0685
996,AMZN,20120119,EPS,2,0.09,20121231,-0.0045
1113,AMZN,20120119,EPS,5,0.44,20151231,0.0625
973,AMZN,20120216,EPS,1,0.06,20121231,-0.0045
1018,AMZN,20120216,EPS,2,0.13,20131231,0.0295
1138,AMZN,20120216,EPS,5,0.41,20161231,0.245
974,AMZN,20120315,EPS,1,0.06,20121231,-0.0045
1019,AMZN,20120315,EPS,2,0.13,20131231,0.0295
1139,AMZN,20120315,EPS,5,0.41,20161231,0.245
975,AMZN,20120419,EPS,1,0.06,20121231,-0.0045
1020,AMZN,20120419,EPS,2,0.13,20131231,0.0295
1140,AMZN,20120419,EPS,5,0.41,20161231,0.245
976,AMZN,20120517,EPS,1,0.06,20121231,-0.0045
1021,AMZN,20120517,EPS,2,0.13,20131231,0.0295
1141,AMZN,20120517,EPS,5,0.45,20161231,0.245
977,AMZN,20120614,EPS,1,0.06,20121231,-0.0045
1022,AMZN,20120614,EPS,2,0.13,20131231,0.0295
1142,AMZN,20120614,EPS,5,0.5,20161231,0.245
