,TICKER,EST_DATE,MEASURE,FPI,MEANEST,ACT_DATE,ACTUAL
2930,NFLX,20190718,EPS,1,3.3,20191231,4.13
2978,NFLX,20190718,EPS,2,5.72,20201231,6.08
2931,NFLX,20190815,EPS,1,3.27,20191231,4.13
2979,NFLX,20190815,EPS,2,5.66,20201231,6.08
2932,NFLX,20190919,EPS,1,3.26,20191231,4.13
2980,NFLX,20190919,EPS,2,5.65,20201231,6.08
2933,NFLX,20191017,EPS,1,3.35,20191231,4.13
2981,NFLX,20191017,EPS,2,5.52,20201231,6.08
2934,NFLX,20191114,EPS,1,3.36,20191231,4.13
2982,NFLX,20191114,EPS,2,5.51,20201231,6.08
2935,NFLX,20191219,EPS,1,3.36,20191231,4.13
2983,NFLX,20191219,EPS,2,5.49,20201231,6.08
2936,NFLX,20200116,EPS,1,3.36,20191231,4.13
2984,NFLX,20200116,EPS,2,5.45,20201231,6.08
2960,NFLX,20200220,EPS,1,6.01,20201231,6.08
3007,NFLX,20200220,EPS,2,8.42,20211231,11.24
2961,NFLX,20200319,EPS,1,5.97,20201231,6.08
3008,NFLX,20200319,EPS,2,8.38,20211231,11.24
2962,NFLX,20200416,EPS,1,6.02,20201231,6.08
3009,NFLX,20200416,EPS,2,8.36,20211231,11.24
2963,NFLX,20200514,EPS,1,6.45,20201231,6.08
3010,NFLX,20200514,EPS,2,8.56,20211231,11.24
2964,NFLX,20200618,EPS,1,6.46,20201231,6.08
3011,NFLX,20200618,EPS,2,8.57,20211231,11.24
2965,NFLX,20200716,EPS,1,6.5,20201231,6.08
3012,NFLX,20200716,EPS,2,8.7,20211231,11.24
2966,NFLX,20200820,EPS,1,6.18,20201231,6.08
3013,NFLX,20200820,EPS,2,8.8,20211231,11.24
2967,NFLX,20200917,EPS,1,6.19,20201231,6.08
3014,NFLX,20200917,EPS,2,8.8,20211231,11.24
2968,NFLX,20201015,EPS,1,6.22,20201231,6.08
3015,NFLX,20201015,EPS,2,8.82,20211231,11.24
2969,NFLX,20201119,EPS,1,6.27,20201231,6.08
3016,NFLX,20201119,EPS,2,9.02,20211231,11.24
2970,NFLX,20201217,EPS,1,6.27,20201231,6.08
3017,NFLX,20201217,EPS,2,9.03,20211231,11.24
2971,NFLX,20210114,EPS,1,6.28,20201231,6.08
3018,NFLX,20210114,EPS,2,9.09,20211231,11.24
2996,NFLX,20210218,EPS,1,9.9,20211231,11.24
2997,NFLX,20210318,EPS,1,9.89,20211231,11.24
2998,NFLX,20210415,EPS,1,9.89,20211231,11.24
2999,NFLX,20210520,EPS,1,10.52,20211231,11.24
3000,NFLX,20210617,EPS,1,10.53,20211231,11.24
3001,NFLX,20210715,EPS,1,10.54,20211231,11.24
3002,NFLX,20210819,EPS,1,10.45,20211231,11.24
3003,NFLX,20210916,EPS,1,10.46,20211231,11.24
3004,NFLX,20211014,EPS,1,10.46,20211231,11.24
3005,NFLX,20211118,EPS,1,10.72,20211231,11.24
3006,NFLX,20211216,EPS,1,10.73,20211231,11.24
3124,TSLA,20100819,EPS,1,-0.15,20101231,-0.1687
3142,TSLA,20100819,EPS,2,-0.14,20111231,-0.1473
3220,TSLA,20100819,EPS,5,0.12,20141231,0.0093
3125,TSLA,20100916,EPS,1,-0.14,20101231,-0.1687
3143,TSLA,20100916,EPS,2,-0.13,20111231,-0.1473
3221,TSLA,20100916,EPS,5,0.12,20141231,0.0093
3126,TSLA,20101014,EPS,1,-0.16,20101231,-0.1687
3144,TSLA,20101014,EPS,2,-0.13,20111231,-0.1473
3222,TSLA,20101014,EPS,5,0.12,20141231,0.0093
3127,TSLA,20101118,EPS,1,-0.15,20101231,-0.1687
3145,TSLA,20101118,EPS,2,-0.13,20111231,-0.1473
3223,TSLA,20101118,EPS,5,0.12,20141231,0.0093
3128,TSLA,20101216,EPS,1,-0.15,20101231,-0.1687
3146,TSLA,20101216,EPS,2,-0.13,20111231,-0.1473
3224,TSLA,20101216,EPS,5,0.12,20141231,0.0093
3129,TSLA,20110120,EPS,1,-0.15,20101231,-0.1687
3147,TSLA,20110120,EPS,2,-0.13,20111231,-0.1473
3225,TSLA,20110120,EPS,5,0.12,20141231,0.0093
3130,TSLA,20110217,EPS,1,-0.14,20111231,-0.1473
3161,TSLA,20110217,EPS,2,-0.09,20121231,-0.2133
3250,TSLA,20110217,EPS,5,0.21,20151231,-0.1533
3131,TSLA,20110317,EPS,1,-0.14,20111231,-0.1473
3162,TSLA,20110317,EPS,2,-0.09,20121231,-0.2133
3251,TSLA,20110317,EPS,5,0.2,20151231,-0.1533
3132,TSLA,20110414,EPS,1,-0.14,20111231,-0.1473
3163,TSLA,20110414,EPS,2,-0.11,20121231,-0.2133
3252,TSLA,20110414,EPS,5,0.2,20151231,-0.1533
3133,TSLA,20110519,EPS,1,-0.14,20111231,-0.1473
3164,TSLA,20110519,EPS,2,-0.1,20121231,-0.2133
3253,TSLA,20110519,EPS,5,0.2,20151231,-0.1533
3134,TSLA,20110616,EPS,1,-0.14,20111231,-0.1473
3165,TSLA,20110616,EPS,2,-0.1,20121231,-0.2133
3254,TSLA,20110616,EPS,5,0.2,20151231,-0.1533
3135,TSLA,20110714,EPS,1,-0.14,20111231,-0.1473
3166,TSLA,20110714,EPS,2,-0.1,20121231,-0.2133
3255,TSLA,20110714,EPS,5,0.2,20151231,-0.1533
3136,TSLA,20110818,EPS,1,-0.15,20111231,-0.1473
3167,TSLA,20110818,EPS,2,-0.11,20121231,-0.2133
3256,TSLA,20110818,EPS,5,0.2,20151231,-0.1533
3137,TSLA,20110915,EPS,1,-0.15,20111231,-0.1473
3168,TSLA,20110915,EPS,2,-0.11,20121231,-0.2133
3138,TSLA,20111020,EPS,1,-0.15,20111231,-0.1473
3169,TSLA,20111020,EPS,2,-0.12,20121231,-0.2133
3257,TSLA,20111020,EPS,5,0.2,20151231,-0.1533
3139,TSLA,20111117,EPS,1,-0.14,20111231,-0.1473
3170,TSLA,20111117,EPS,2,-0.13,20121231,-0.2133
3258,TSLA,20111117,EPS,5,0.2,20151231,-0.1533
3140,TSLA,20111215,EPS,1,-0.14,20111231,-0.1473
3171,TSLA,20111215,EPS,2,-0.13,20121231,-0.2133
3259,TSLA,20111215,EPS,5,0.2,20151231,-0.1533
3141,TSLA,20120119,EPS,1,-0.14,20111231,-0.1473
3172,TSLA,20120119,EPS,2,-0.13,20121231,-0.2133
3260,TSLA,20120119,EPS,5,0.2,20151231,-0.1533
3148,TSLA,20120216,EPS,1,-0.13,20121231,-0.2133
3184,TSLA,20120216,EPS,2,0.07,20131231,0.052
3286,TSLA,20120216,EPS,5,0.22,20161231,-0.1913
3149,TSLA,20120315,EPS,1,-0.14,20121231,-0.2133
3185,TSLA,20120315,EPS,2,0.06,20131231,0.052
3287,TSLA,20120315,EPS,5,0.22,20161231,-0.1913
3150,TSLA,20120419,EPS,1,-0.14,20121231,-0.2133
3186,TSLA,20120419,EPS,2,0.06,20131231,0.052
3288,TSLA,20120419,EPS,5,0.22,20161231,-0.1913
3151,TSLA,20120517,EPS,1,-0.16,20121231,-0.2133
3187,TSLA,20120517,EPS,2,0.04,20131231,0.052
3289,TSLA,20120517,EPS,5,0.22,20161231,-0.1913
3152,TSLA,20120614,EPS,1,-0.16,20121231,-0.2133
3188,TSLA,20120614,EPS,2,0.04,20131231,0.052
3290,TSLA,20120614,EPS,5,0.22,20161231,-0.1913
3153,TSLA,20120719,EPS,1,-0.16,20121231,-0.2133
3189,TSLA,20120719,EPS,2,0.04,20131231,0.052
3291,TSLA,20120719,EPS,5,0.22,20161231,-0.1913
3154,TSLA,20120816,EPS,1,-0.18,20121231,-0.2133
3190,TSLA,20120816,EPS,2,0.03,20131231,0.052
3292,TSLA,20120816,EPS,5,0.23,20161231,-0.1913
3155,TSLA,20120920,EPS,1,-0.18,20121231,-0.2133
3191,TSLA,20120920,EPS,2,0.03,20131231,0.052
3293,TSLA,20120920,EPS,5,0.23,20161231,-0.1913
3156,TSLA,20121018,EPS,1,-0.2,20121231,-0.2133
3192,TSLA,20121018,EPS,2,0.03,20131231,0.052
3294,TSLA,20121018,EPS,5,0.22,20161231,-0.1913
3157,TSLA,20121115,EPS,1,-0.2,20121231,-0.2133
3193,TSLA,20121115,EPS,2,0.02,20131231,0.052
3295,TSLA,20121115,EPS,5,0.21,20161231,-0.1913
3158,TSLA,20121220,EPS,1,-0.21,20121231,-0.2133
3194,TSLA,20121220,EPS,2,0.01,20131231,0.052
3296,TSLA,20121220,EPS,5,0.17,20161231,-0.1913
3159,TSLA,20130117,EPS,1,-0.21,20121231,-0.2133
3195,TSLA,20130117,EPS,2,0.01,20131231,0.052
3297,TSLA,20130117,EPS,5,0.17,20161231,-0.1913
3160,TSLA,20130214,EPS,1,-0.21,20121231,-0.2133
3196,TSLA,20130214,EPS,2,0.01,20131231,0.052
3298,TSLA,20130214,EPS,5,0.17,20161231,-0.1913
3173,TSLA,20130314,EPS,1,0.0,20131231,0.052
3209,TSLA,20130314,EPS,2,0.09,20141231,0.0093
3323,TSLA,20130314,EPS,5,0.17,20171231,-0.5773
3174,TSLA,20130418,EPS,1,0.01,20131231,0.052
3210,TSLA,20130418,EPS,2,0.1,20141231,0.0093
3324,TSLA,20130418,EPS,5,0.18,20171231,-0.5773
3175,TSLA,20130516,EPS,1,0.0,20131231,0.052
3211,TSLA,20130516,EPS,2,0.07,20141231,0.0093
3325,TSLA,20130516,EPS,5,0.17,20171231,-0.5773
3176,TSLA,20130620,EPS,1,-0.01,20131231,0.052
3212,TSLA,20130620,EPS,2,0.06,20141231,0.0093
3326,TSLA,20130620,EPS,5,0.17,20171231,-0.5773
3177,TSLA,20130718,EPS,1,0.0,20131231,0.052
3213,TSLA,20130718,EPS,2,0.06,20141231,0.0093
3327,TSLA,20130718,EPS,5,0.4,20171231,-0.5773
3178,TSLA,20130815,EPS,1,0.04,20131231,0.052
3214,TSLA,20130815,EPS,2,0.12,20141231,0.0093
3328,TSLA,20130815,EPS,5,0.46,20171231,-0.5773
3179,TSLA,20130919,EPS,1,0.04,20131231,0.052
3215,TSLA,20130919,EPS,2,0.13,20141231,0.0093
3329,TSLA,20130919,EPS,5,0.46,20171231,-0.5773
3180,TSLA,20131017,EPS,1,0.04,20131231,0.052
3216,TSLA,20131017,EPS,2,0.12,20141231,0.0093
3330,TSLA,20131017,EPS,5,0.48,20171231,-0.5773
3181,TSLA,20131114,EPS,1,0.04,20131231,0.052
3217,TSLA,20131114,EPS,2,0.1,20141231,0.0093
3331,TSLA,20131114,EPS,5,0.46,20171231,-0.5773
3182,TSLA,20131219,EPS,1,0.04,20131231,0.052
3218,TSLA,20131219,EPS,2,0.1,20141231,0.0093
3332,TSLA,20131219,EPS,5,0.45,20171231,-0.5773
3183,TSLA,20140116,EPS,1,0.04,20131231,0.052
3219,TSLA,20140116,EPS,2,0.1,20141231,0.0093
3333,TSLA,20140116,EPS,5,0.45,20171231,-0.5773
3197,TSLA,20140220,EPS,1,0.12,20141231,0.0093
3238,TSLA,20140220,EPS,2,0.24,20151231,-0.1533
3357,TSLA,20140220,EPS,5,0.76,20181231,-0.0887
3198,TSLA,20140320,EPS,1,0.12,20141231,0.0093
3239,TSLA,20140320,EPS,2,0.26,20151231,-0.1533
3358,TSLA,20140320,EPS,5,0.65,20181231,-0.0887
3199,TSLA,20140417,EPS,1,0.12,20141231,0.0093
3240,TSLA,20140417,EPS,2,0.25,20151231,-0.1533
3359,TSLA,20140417,EPS,5,0.6,20181231,-0.0887
3200,TSLA,20140515,EPS,1,0.08,20141231,0.0093
3241,TSLA,20140515,EPS,2,0.21,20151231,-0.1533
3360,TSLA,20140515,EPS,5,0.6,20181231,-0.0887
3201,TSLA,20140619,EPS,1,0.08,20141231,0.0093
3242,TSLA,20140619,EPS,2,0.21,20151231,-0.1533
3361,TSLA,20140619,EPS,5,0.6,20181231,-0.0887
3202,TSLA,20140717,EPS,1,0.07,20141231,0.0093
3243,TSLA,20140717,EPS,2,0.2,20151231,-0.1533
3362,TSLA,20140717,EPS,5,0.6,20181231,-0.0887
3203,TSLA,20140814,EPS,1,0.07,20141231,0.0093
3244,TSLA,20140814,EPS,2,0.22,20151231,-0.1533
3363,TSLA,20140814,EPS,5,0.55,20181231,-0.0887
3204,TSLA,20140918,EPS,1,0.07,20141231,0.0093
3245,TSLA,20140918,EPS,2,0.22,20151231,-0.1533
3364,TSLA,20140918,EPS,5,0.59,20181231,-0.0887
3205,TSLA,20141016,EPS,1,0.07,20141231,0.0093
3246,TSLA,20141016,EPS,2,0.21,20151231,-0.1533
3365,TSLA,20141016,EPS,5,0.62,20181231,-0.0887
3206,TSLA,20141120,EPS,1,0.04,20141231,0.0093
3247,TSLA,20141120,EPS,2,0.19,20151231,-0.1533
3366,TSLA,20141120,EPS,5,0.67,20181231,-0.0887
3207,TSLA,20141218,EPS,1,0.04,20141231,0.0093
3248,TSLA,20141218,EPS,2,0.19,20151231,-0.1533
3367,TSLA,20141218,EPS,5,0.67,20181231,-0.0887
3208,TSLA,20150115,EPS,1,0.04,20141231,0.0093
3249,TSLA,20150115,EPS,2,0.18,20151231,-0.1533
3368,TSLA,20150115,EPS,5,0.67,20181231,-0.0887
3226,TSLA,20150219,EPS,1,0.07,20151231,-0.1533
3274,TSLA,20150219,EPS,2,0.28,20161231,-0.1913
3393,TSLA,20150219,EPS,5,0.76,20191231,0.0133
3227,TSLA,20150319,EPS,1,0.05,20151231,-0.1533
3275,TSLA,20150319,EPS,2,0.28,20161231,-0.1913
3394,TSLA,20150319,EPS,5,0.76,20191231,0.0133
3228,TSLA,20150416,EPS,1,0.04,20151231,-0.1533
3276,TSLA,20150416,EPS,2,0.27,20161231,-0.1913
3395,TSLA,20150416,EPS,5,0.76,20191231,0.0133
3229,TSLA,20150514,EPS,1,0.0,20151231,-0.1533
3277,TSLA,20150514,EPS,2,0.24,20161231,-0.1913
3396,TSLA,20150514,EPS,5,0.72,20191231,0.0133
3230,TSLA,20150618,EPS,1,0.0,20151231,-0.1533
3278,TSLA,20150618,EPS,2,0.23,20161231,-0.1913
3397,TSLA,20150618,EPS,5,0.72,20191231,0.0133
3231,TSLA,20150716,EPS,1,0.0,20151231,-0.1533
3279,TSLA,20150716,EPS,2,0.22,20161231,-0.1913
3398,TSLA,20150716,EPS,5,0.72,20191231,0.0133
3232,TSLA,20150820,EPS,1,-0.06,20151231,-0.1533
3280,TSLA,20150820,EPS,2,0.16,20161231,-0.1913
3399,TSLA,20150820,EPS,5,0.55,20191231,0.0133
3233,TSLA,20150917,EPS,1,-0.06,20151231,-0.1533
3281,TSLA,20150917,EPS,2,0.16,20161231,-0.1913
3400,TSLA,20150917,EPS,5,0.63,20191231,0.0133
3234,TSLA,20151015,EPS,1,-0.06,20151231,-0.1533
3282,TSLA,20151015,EPS,2,0.16,20161231,-0.1913
3401,TSLA,20151015,EPS,5,0.63,20191231,0.0133
3235,TSLA,20151119,EPS,1,-0.08,20151231,-0.1533
3283,TSLA,20151119,EPS,2,0.12,20161231,-0.1913
3402,TSLA,20151119,EPS,5,0.62,20191231,0.0133
3236,TSLA,20151217,EPS,1,-0.08,20151231,-0.1533
3284,TSLA,20151217,EPS,2,0.12,20161231,-0.1913
3403,TSLA,20151217,EPS,5,0.62,20191231,0.0133
3237,TSLA,20160114,EPS,1,-0.08,20151231,-0.1533
3285,TSLA,20160114,EPS,2,0.12,20161231,-0.1913
3404,TSLA,20160114,EPS,5,0.61,20191231,0.0133
3261,TSLA,20160218,EPS,1,0.09,20161231,-0.1913
3310,TSLA,20160218,EPS,2,0.22,20171231,-0.5773
3429,TSLA,20160218,EPS,5,0.82,20201231,0.7467
3262,TSLA,20160317,EPS,1,0.09,20161231,-0.1913
3311,TSLA,20160317,EPS,2,0.21,20171231,-0.5773
3430,TSLA,20160317,EPS,5,0.81,20201231,0.7467
3263,TSLA,20160414,EPS,1,0.09,20161231,-0.1913
3312,TSLA,20160414,EPS,2,0.22,20171231,-0.5773
3431,TSLA,20160414,EPS,5,0.88,20201231,0.7467
3264,TSLA,20160519,EPS,1,0.05,20161231,-0.1913
3313,TSLA,20160519,EPS,2,0.23,20171231,-0.5773
3432,TSLA,20160519,EPS,5,1.07,20201231,0.7467
3265,TSLA,20160616,EPS,1,0.05,20161231,-0.1913
3314,TSLA,20160616,EPS,2,0.21,20171231,-0.5773
3433,TSLA,20160616,EPS,5,1.17,20201231,0.7467
3266,TSLA,20160714,EPS,1,0.02,20161231,-0.1913
3315,TSLA,20160714,EPS,2,0.18,20171231,-0.5773
3434,TSLA,20160714,EPS,5,1.22,20201231,0.7467
3267,TSLA,20160818,EPS,1,-0.06,20161231,-0.1913
3316,TSLA,20160818,EPS,2,0.1,20171231,-0.5773
3435,TSLA,20160818,EPS,5,1.01,20201231,0.7467
3268,TSLA,20160915,EPS,1,-0.07,20161231,-0.1913
3317,TSLA,20160915,EPS,2,0.1,20171231,-0.5773
3436,TSLA,20160915,EPS,5,0.96,20201231,0.7467
3269,TSLA,20161020,EPS,1,-0.09,20161231,-0.1913
3318,TSLA,20161020,EPS,2,0.09,20171231,-0.5773
3437,TSLA,20161020,EPS,5,0.95,20201231,0.7467
3270,TSLA,20161117,EPS,1,-0.14,20161231,-0.1913
3319,TSLA,20161117,EPS,2,-0.02,20171231,-0.5773
3438,TSLA,20161117,EPS,5,0.77,20201231,0.7467
3271,TSLA,20161215,EPS,1,-0.14,20161231,-0.1913
3320,TSLA,20161215,EPS,2,-0.04,20171231,-0.5773
3439,TSLA,20161215,EPS,5,0.74,20201231,0.7467
3272,TSLA,20170119,EPS,1,-0.15,20161231,-0.1913
3321,TSLA,20170119,EPS,2,-0.07,20171231,-0.5773
3440,TSLA,20170119,EPS,5,0.71,20201231,0.7467
3273,TSLA,20170216,EPS,1,-0.15,20161231,-0.1913
3322,TSLA,20170216,EPS,2,-0.11,20171231,-0.5773
3441,TSLA,20170216,EPS,5,0.7,20201231,0.7467
3299,TSLA,20170316,EPS,1,-0.12,20171231,-0.5773
3346,TSLA,20170316,EPS,2,0.16,20181231,-0.0887
3466,TSLA,20170316,EPS,5,0.93,20211231,2.26
3300,TSLA,20170420,EPS,1,-0.15,20171231,-0.5773
3347,TSLA,20170420,EPS,2,0.14,20181231,-0.0887
3467,TSLA,20170420,EPS,5,0.92,20211231,2.26
3301,TSLA,20170518,EPS,1,-0.38,20171231,-0.5773
3348,TSLA,20170518,EPS,2,-0.06,20181231,-0.0887
3468,TSLA,20170518,EPS,5,1.11,20211231,2.26
3302,TSLA,20170615,EPS,1,-0.39,20171231,-0.5773
3349,TSLA,20170615,EPS,2,-0.06,20181231,-0.0887
3469,TSLA,20170615,EPS,5,1.11,20211231,2.26
3303,TSLA,20170720,EPS,1,-0.4,20171231,-0.5773
3350,TSLA,20170720,EPS,2,-0.05,20181231,-0.0887
3470,TSLA,20170720,EPS,5,1.17,20211231,2.26
3304,TSLA,20170817,EPS,1,-0.41,20171231,-0.5773
3351,TSLA,20170817,EPS,2,-0.07,20181231,-0.0887
3471,TSLA,20170817,EPS,5,1.25,20211231,2.26
3305,TSLA,20170914,EPS,1,-0.42,20171231,-0.5773
3352,TSLA,20170914,EPS,2,-0.1,20181231,-0.0887
3472,TSLA,20170914,EPS,5,1.25,20211231,2.26
3306,TSLA,20171019,EPS,1,-0.44,20171231,-0.5773
3353,TSLA,20171019,EPS,2,-0.13,20181231,-0.0887
3473,TSLA,20171019,EPS,5,1.38,20211231,2.26
3307,TSLA,20171116,EPS,1,-0.57,20171231,-0.5773
3354,TSLA,20171116,EPS,2,-0.23,20181231,-0.0887
3474,TSLA,20171116,EPS,5,1.28,20211231,2.26
3308,TSLA,20171214,EPS,1,-0.58,20171231,-0.5773
3355,TSLA,20171214,EPS,2,-0.25,20181231,-0.0887
3475,TSLA,20171214,EPS,5,1.23,20211231,2.26
3309,TSLA,20180118,EPS,1,-0.58,20171231,-0.5773
3356,TSLA,20180118,EPS,2,-0.27,20181231,-0.0887
3476,TSLA,20180118,EPS,5,1.1,20211231,2.26
3334,TSLA,20180215,EPS,1,-0.41,20181231,-0.0887
3381,TSLA,20180215,EPS,2,0.14,20191231,0.0133
3335,TSLA,20180315,EPS,1,-0.4,20181231,-0.0887
3382,TSLA,20180315,EPS,2,0.13,20191231,0.0133
3336,TSLA,20180419,EPS,1,-0.46,20181231,-0.0887
3383,TSLA,20180419,EPS,2,0.12,20191231,0.0133
3337,TSLA,20180517,EPS,1,-0.47,20181231,-0.0887
3384,TSLA,20180517,EPS,2,0.13,20191231,0.0133
3338,TSLA,20180614,EPS,1,-0.45,20181231,-0.0887
3385,TSLA,20180614,EPS,2,0.17,20191231,0.0133
3339,TSLA,20180719,EPS,1,-0.46,20181231,-0.0887
3386,TSLA,20180719,EPS,2,0.18,20191231,0.0133
3340,TSLA,20180816,EPS,1,-0.37,20181231,-0.0887
3387,TSLA,20180816,EPS,2,0.19,20191231,0.0133
3341,TSLA,20180920,EPS,1,-0.37,20181231,-0.0887
3388,TSLA,20180920,EPS,2,0.19,20191231,0.0133
3342,TSLA,20181018,EPS,1,-0.36,20181231,-0.0887
3389,TSLA,20181018,EPS,2,0.21,20191231,0.0133
3343,TSLA,20181115,EPS,1,-0.12,20181231,-0.0887
3390,TSLA,20181115,EPS,2,0.42,20191231,0.0133
3344,TSLA,20181220,EPS,1,-0.1,20181231,-0.0887
3391,TSLA,20181220,EPS,2,0.46,20191231,0.0133
3345,TSLA,20190117,EPS,1,-0.09,20181231,-0.0887
3392,TSLA,20190117,EPS,2,0.43,20191231,0.0133
3369,TSLA,20190214,EPS,1,0.37,20191231,0.0133
3417,TSLA,20190214,EPS,2,0.61,20201231,0.7467
3370,TSLA,20190314,EPS,1,0.35,20191231,0.0133
3418,TSLA,20190314,EPS,2,0.61,20201231,0.7467
3371,TSLA,20190418,EPS,1,0.18,20191231,0.0133
3419,TSLA,20190418,EPS,2,0.46,20201231,0.7467
3372,TSLA,20190516,EPS,1,-0.08,20191231,0.0133
3420,TSLA,20190516,EPS,2,0.4,20201231,0.7467
3373,TSLA,20190620,EPS,1,-0.09,20191231,0.0133
3421,TSLA,20190620,EPS,2,0.36,20201231,0.7467
3374,TSLA,20190718,EPS,1,-0.1,20191231,0.0133
3422,TSLA,20190718,EPS,2,0.35,20201231,0.7467
3375,TSLA,20190815,EPS,1,-0.24,20191231,0.0133
3423,TSLA,20190815,EPS,2,0.25,20201231,0.7467
3376,TSLA,20190919,EPS,1,-0.23,20191231,0.0133
3424,TSLA,20190919,EPS,2,0.26,20201231,0.7467
3377,TSLA,20191017,EPS,1,-0.23,20191231,0.0133
3425,TSLA,20191017,EPS,2,0.27,20201231,0.7467
3378,TSLA,20191114,EPS,1,-0.04,20191231,0.0133
3426,TSLA,20191114,EPS,2,0.36,20201231,0.7467
3379,TSLA,20191219,EPS,1,-0.05,20191231,0.0133
3427,TSLA,20191219,EPS,2,0.36,20201231,0.7467
3380,TSLA,20200116,EPS,1,-0.03,20191231,0.0133
3428,TSLA,20200116,EPS,2,0.39,20201231,0.7467
3405,TSLA,20200220,EPS,1,0.53,20201231,0.7467
3454,TSLA,20200220,EPS,2,0.92,20211231,2.26
3406,TSLA,20200319,EPS,1,0.51,20201231,0.7467
3455,TSLA,20200319,EPS,2,0.88,20211231,2.26
3407,TSLA,20200416,EPS,1,0.2,20201231,0.7467
3456,TSLA,20200416,EPS,2,0.74,20211231,2.26
3408,TSLA,20200514,EPS,1,0.26,20201231,0.7467
3457,TSLA,20200514,EPS,2,0.79,20211231,2.26
3409,TSLA,20200618,EPS,1,0.27,20201231,0.7467
3458,TSLA,20200618,EPS,2,0.75,20211231,2.26
3410,TSLA,20200716,EPS,1,0.32,20201231,0.7467
3459,TSLA,20200716,EPS,2,0.8,20211231,2.26
3411,TSLA,20200820,EPS,1,0.62,20201231,0.7467
3460,TSLA,20200820,EPS,2,1.04,20211231,2.26
3412,TSLA,20200917,EPS,1,0.64,20201231,0.7467
3461,TSLA,20200917,EPS,2,1.06,20211231,2.26
3413,TSLA,20201015,EPS,1,0.66,20201231,0.7467
3462,TSLA,20201015,EPS,2,1.09,20211231,2.26
3414,TSLA,20201119,EPS,1,0.76,20201231,0.7467
3463,TSLA,20201119,EPS,2,1.28,20211231,2.26
3415,TSLA,20201217,EPS,1,0.77,20201231,0.7467
3464,TSLA,20201217,EPS,2,1.28,20211231,2.26
3416,TSLA,20210114,EPS,1,0.78,20201231,0.7467
3465,TSLA,20210114,EPS,2,1.33,20211231,2.26
3442,TSLA,20210218,EPS,1,1.36,20211231,2.26
3443,TSLA,20210318,EPS,1,1.37,20211231,2.26
3444,TSLA,20210415,EPS,1,1.43,20211231,2.26
3445,TSLA,20210520,EPS,1,1.51,20211231,2.26
3446,TSLA,20210617,EPS,1,1.51,20211231,2.26
3447,TSLA,20210715,EPS,1,1.5,20211231,2.26
3448,TSLA,20210819,EPS,1,1.76,20211231,2.26
3449,TSLA,20210916,EPS,1,1.77,20211231,2.26
3450,TSLA,20211014,EPS,1,1.84,20211231,2.26
3451,TSLA,20211118,EPS,1,2.02,20211231,2.26
3452,TSLA,20211216,EPS,1,2.02,20211231,2.26
